iter,dual_obj,r,Δ,Δₐ_Δₚ,cgits,cgmsg
201,-102938.75330907854,6.159499509856147,4.5423524504664545,0.0458888530486659,2,⊕
202,-102946.41885638113,4.898202213745617,4.5423524504664545,0.2740880184187881,1,⊕
203,-102949.75374042262,6.2647099423915895,4.5423524504664545,0.19204278866945634,2,⊕
204,-102958.01253787242,6.0940664668022695,4.5423524504664545,0.2993162898629477,1,⊕
205,-102958.30020560697,4.979733865763445,4.5423524504664545,0.019991080074774986,1,⊕
206,-102962.39231900383,6.155660252706469,4.5423524504664545,0.22452538901057784,2,⊕
207,-102969.86321446147,4.494510176314169,4.5423524504664545,0.2672945417809922,1,⊕
208,-102974.50151965304,6.162791285080496,4.5423524504664545,0.3478553916794963,2,⊕
209,-102980.08450267457,4.082614025113501,4.5423524504664545,0.25844572318943515,1,⊕
210,-102984.52527784373,6.896848214661705,4.5423524504664545,0.2995677392770295,2,⊕
211,-102986.14280779973,6.151733551815751,4.5423524504664545,0.05166946450263126,1,⊕
212,-102991.43476670883,6.1034950505202525,4.5423524504664545,0.18949289064081076,1,⊕
213,-102995.61405931623,6.262719885740891,4.5423524504664545,0.15088451347995552,1,⊕
214,-103003.09279111579,6.8837549196828824,4.5423524504664545,0.26832152501801515,1,⊕
215,-103003.26039892556,6.1458676145126985,4.5423524504664545,0.007890484923545946,1,⊕
216,-103004.7743709914,6.100905748106553,4.5423524504664545,0.054733076402056956,1,⊕
217,-103011.07453144438,6.89251596637525,4.5423524504664545,0.22777013486404366,1,⊕
218,-103015.26200258669,6.132199232971691,4.5423524504664545,0.133977106905663,1,⊕
219,-103022.7561966206,3.849233056095411,4.5423524504664545,0.277769446598706,1,⊕
220,-103029.98290450773,6.889532971294054,4.5423524504664545,0.42870340536642504,1,⊕
221,-103030.3499849473,6.135955311828365,4.5423524504664545,0.01176081606592377,1,⊕
222,-103030.83405796392,6.097228788421052,4.5423524504664545,0.017803425735338718,1,⊕
223,-103038.41579398449,6.264186689722823,4.5423524504664545,0.2738573402651714,1,⊕
224,-103048.23803453088,6.7171238459041644,4.5423524504664545,0.3459073179183966,1,⊕
225,-103048.2673613096,5.607447275115595,4.5423524504664545,0.00221286677287361,1,⊕
226,-103054.2571207293,6.882236030896991,4.5423524504664545,0.35243903804843313,2,⊕
227,-103058.83475522153,5.411441616438845,4.5423524504664545,0.14816768450012924,1,⊕
228,-103061.55970573699,6.26121875675561,4.5423524504664545,0.1626028186343508,2,⊕
229,-103073.69240543726,4.534843819905852,4.5423524504664545,0.42679083321353606,1,⊕
230,-103077.67671234459,6.882704421712204,4.5423524504664545,0.4824881316730818,2,⊕
231,-103081.78110039415,6.065519319072131,4.5423524504664545,0.1315501357191483,1,⊕
232,-103082.39991467637,6.079006231971045,4.5423524504664545,0.03711318801124384,1,⊕
233,-103082.53249440572,6.257879767443678,4.5423524504664545,0.0049384537163932015,1,⊕
234,-103096.5981889899,5.3787565214482695,4.5423524504664545,0.495039513482931,1,⊕
235,-103096.8199639864,6.08637176778577,4.5423524504664545,0.01568722680788018,2,⊕
236,-103105.29933400732,3.947069144632731,4.5423524504664545,0.3068461614686105,1,⊕
237,-103107.69498065891,4.78653418447976,4.5423524504664545,0.2351603833196996,2,⊕
238,-103108.95444337394,6.069512006874502,4.5423524504664545,0.05884784148459346,1,⊕
239,-103109.82656035158,6.101719488677363,4.5423524504664545,0.039336128181945824,1,⊕
240,-103110.03961915013,6.871384235012705,4.5423524504664545,0.013901307479875873,1,⊕
241,-103115.98520964761,5.118414935410211,4.5423524504664545,0.19372106848439166,1,⊕
242,-103116.70783161659,5.722922335258831,4.5423524504664545,0.0422882125217093,2,⊕
243,-103124.45450919375,5.130148531564224,4.5423524504664545,0.4881498447509522,2,⊕
244,-103129.81511717036,3.9629998182036243,4.5423524504664545,0.39622067269875744,2,⊕
245,-103130.03659041056,6.862442489798502,4.5423524504664545,0.03991259228752998,2,⊕
246,-103130.81007088111,6.017251063585325,4.5423524504664545,0.03664080448568855,1,⊕
247,-103131.01755044212,5.988108808832154,4.5423524504664545,0.01375851182424024,1,⊕
248,-103131.61105686639,4.7593451019535475,4.5423524504664545,0.03289074550820389,1,⊕
